BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
5/31/2024,CHINA-WAREHOUSE,MAT-0106,M8268B,8250,KG,62618,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0296,5697A1966,24750,KG,49500,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0068,M5969B,24750,KG,8168,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0207,M5799B,15350,KG,31314,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0207,M2980A,20625,KG,42075,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0207,M8362A,4125,KG,8415,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0207,M9184B,19200,KG,39168,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0165,8338A9221,24750,KG,50490,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0035,1832B9568C6124,0,KG,55440,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0035,3223F1340A2838,17675,KG,69993,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0035,2111F7789A6073,275,KG,1089,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0011,M2754A,9625,KG,22234,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0011,M6259B,24750,KG,57173,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0011,M5665B,32375,KG,74786,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0282,SCRAP,47,KG,667,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0067,5707B8798A,24750,KG,55193,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0017,4998A,0,KG,6398,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0175,M6244B,12150,KG,32562,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0175,M1250B,4125,KG,11055,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0392,M4196B,7625,KG,20435,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0166,A9975A,5000,KG,63800,CNY
5/31/2024,CHINA-WAREHOUSE,MAT-0393,5274A,19250,KG,71995,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0045,SCRAP,290,KG,374,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0417,9242A,650,KG,1866,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0128,SCRAP,114,KG,416,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0193,3673,680,KG,3985,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0058,FLOORSWEEP,1209,KG,5974,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0374,5742C3876,325,KG,2090,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0374,8770C3557,5500,KG,35365,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0374,3492C7603,1350,KG,8681,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0374,2048C6588,1250,KG,8038,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0391,7974,19025,KG,59739,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0046,9044,2575,KG,16557,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0046,6216,10975,KG,70569,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0430,6940,17575,KG,55186,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0430,2902,1375,KG,4318,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0430,9387,23375,KG,73398,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0194,SCRAP,97,KG,305,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0257,SCRAP,75,KG,153,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0078,SCRAP,34,KG,114,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0195,7680,200,KG,628,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0195,8508,13700,KG,43018,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0195,2156,15125,KG,47493,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0195,4912,16500,KG,51810,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0195,8750,9625,KG,30223,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0082,5148A,700,KG,5971,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0082,6176A,1250,KG,10663,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0082,9762A,1250,KG,10663,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0082,2051A,3750,KG,31988,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0196,2138A,1075,KG,9170,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0196,9452A,3750,KG,31988,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0047,8958A,900,KG,7677,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0047,2945A,1150,KG,9810,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0047,3175A,5000,KG,42650,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0258,SCRAP,1357,KG,7953,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0259,9061A,500,KG,1570,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0259,9940A,500,KG,1570,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0259,7003A,6250,KG,19625,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0098,9004A,1250,KG,2788,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0098,8715A,1175,KG,2620,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M6854B,275,KG,1183,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M5597B,1250,KG,5375,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M9486B,16500,KG,70950,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M7918A,6875,KG,29563,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M8070B,1350,KG,5805,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M6050C,2750,KG,11825,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0099,M9789B,2750,KG,11825,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P9558A,0,KG,198,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P9373A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P2030A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P8784A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P1371A,0,KG,297,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0375,P9091A,10200,KG,40788,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0312,P8244A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0312,P1540A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0312,P3115A,200,KG,1188,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0312,P3021A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P5822A,75,KG,297,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P6715A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P2071A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P4793A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P4158A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P8287A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P7183A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P5430A,0,KG,396,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0233,P7722A,3000,KG,11880,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0377,P9024A,1300,KG,13104,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0377,P8691A,0,KG,936,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0377,P1765A,0,KG,936,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0377,P4993A,0,KG,936,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0377,P6717A,1100,KG,10296,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P9174A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P2250A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P5956A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P9042A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P1334A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P5451A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P7922A,500,KG,3060,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P7924A,0,KG,510,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0197,P8282A,1300,KG,7140,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0010,SCRAP,84,KG,538,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,1295,550,KG,1727,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,9463,6275,KG,19704,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,7196,1375,KG,4318,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,9463,1325,KG,4161,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,2729,21600,KG,67824,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,7197,5500,KG,17270,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,5816,19450,KG,61073,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0198,2253,21975,KG,69002,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0100,SCRAP,1124,KG,6791,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0095,SCRAP,9571,KG,13207,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0260,8509A,1800,KG,6732,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0052,4755A,8400,KG,31416,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0059,SCRAP,562,KG,2101,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0261,P3205A,0,KG,534,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0261,P4131A,0,KG,712,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0261,P5801A,0,KG,712,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0261,P7905A,0,KG,712,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0141,SCRAP,9861,KG,36880,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0313,P7592A,1400,KG,5940,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0313,P8966A,600,KG,2772,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,T2455A,1175,KG,16861,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,T5551A,650,KG,9328,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,T7421A,1075,KG,15426,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V8051A,875,KG,12556,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V7518A,75,KG,1076,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V2061A,675,KG,9686,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V4761A,525,KG,7534,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V2724A,125,KG,1794,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V6816A,1000,KG,14350,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V3118A,650,KG,9328,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V2011A,325,KG,4664,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V4008A,1300,KG,18655,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V3640A,1325,KG,19014,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V6558A,1500,KG,21525,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V6789A,725,KG,10404,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V3262A,150,KG,2153,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V9383A,125,KG,1794,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V9606A,1475,KG,21166,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0199,V2440A,775,KG,11121,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0142,V9711A,275,KG,2921,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0143,V2118A,475,KG,5045,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0314,V5271A,600,KG,7170,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0144,V5516A,575,KG,6107,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0145,V9985A,150,KG,1613,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0145,V4751A,3000,KG,32250,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0001,V5910A,25,KG,301,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0001,V5898A,1500,KG,18045,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0319,R3560A,5300,KG,38955,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0319,R5902A,2675,KG,19661,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0319,S5659A,200,KG,1470,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0048,SCRAP,111,KG,63,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0205,SCRAP,57,KG,342,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0036,S2743A,12325,KG,68650,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0425,SCRAP,197,KG,1191,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0398,SCRAP,1333,KG,3427,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0283,FLOORSWEEP,8286,KG,65130,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0096,M8913A,15100,KG,68856,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0096,M9260B,9600,KG,43776,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0096,M4796B,4125,KG,18810,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0096,M9345B,1375,KG,6270,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M1643B,24750,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M2861A,5500,KG,16665,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M9410C,4125,KG,12499,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M7775B,6875,KG,20831,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M2861A,6875,KG,20831,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0315,M9648B,4125,KG,12499,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0146,S4490A,600,KG,2736,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0049,S4116A,250,KG,1140,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0049,S9001A,1300,KG,5928,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0013,V1632A,50,KG,538,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0147,V2472A,375,KG,188,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0147,V6865A,51675,KG,25838,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0003,3466,39168,KG,36426,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0320,M7894A,725,KG,3306,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0320,M7642C,5500,KG,25080,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0321,S4192A,325,KG,2389,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0321,S1240A,525,KG,3859,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0382,S6932A,1075,KG,7901,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0053,R8246A,725,KG,5503,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0264,S6456A,150,KG,1139,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0264,S9841A,325,KG,2467,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0097,E5352A,600,KG,4554,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0265,E9390A,1350,KG,10247,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0266,E8649A,175,KG,1328,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0153,E2176A,375,KG,2846,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0383,M9989B,8175,KG,1635,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0383,M9652A,15125,KG,3025,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0383,M8170A,0,KG,525,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0383,M7382A,12325,KG,2465,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0148,M5555C,10850,KG,43726,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0148,M4427A,575,KG,2317,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0154,M7223B,23325,KG,7697,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0154,M2220A,40925,KG,13505,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0154,M6329B,8250,KG,2723,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0154,M2220A,24750,KG,8168,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0384,S6577A,1275,KG,9371,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0378,M6884C,225,KG,630,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0378,M9860B,1375,KG,3850,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0378,M9359A,13750,KG,38500,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0155,SCRAP,302,KG,513,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0002,N9650A,1175,KG,8918,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0002,N5378A,2750,KG,20873,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0267,N5963A,150,KG,1139,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0415,N3813A,525,KG,3985,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0156,N8164A,0,KG,5693,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0156,N6530A,0,KG,6641,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0156,N4387A,225,KG,1708,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N7815A,24750,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N4106A,0,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N2629A,0,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N8741A,24750,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N4949A,24750,KG,74993,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,M3986A,22000,KG,66660,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N2629A,1375,KG,4166,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N7781A,1375,KG,4166,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0399,N2770A,13750,KG,41663,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0092,N4502A,23375,KG,47685,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0092,N1781A,1375,KG,2805,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0092,N4846A,1375,KG,2805,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0400,N7886A,10625,KG,72165,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0400,N4664A,0,KG,50439,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0400,N3053A,0,KG,50490,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0400,N1812A,2750,KG,5610,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0400,N7886A,1375,KG,2805,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0208,M9353A,1375,KG,9433,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0418,M9128A,1375,KG,9433,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0418,M6566A,1375,KG,9433,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0418,M7434A,1375,KG,9433,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0379,E7921A,24725,KG,72197,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0351,7652A,4125,KG,15428,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0351,3263A,1375,KG,5143,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0351,4166A,1375,KG,5143,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0351,8185A,6400,KG,23936,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0351,4842B,6825,KG,25526,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0150,P5297A,375,KG,1485,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P2678A,0,KG,178,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P4984A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P4911A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P9491A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P1957A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P7427A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P9631A,0,KG,713,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0268,P5542A,0,KG,10695,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0263,M7495B,900,KG,6084,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,5252A8860,1075,KG,2193,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,4075A3969,1325,KG,2703,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,1365A8603,5500,KG,11220,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,2411A3053,24750,KG,50490,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,3804A5641,23375,KG,47685,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,6354A4621,24750,KG,50490,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,3903A4443,15125,KG,30855,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,1466A8783,24750,KG,50490,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,8136A1401,34300,KG,69972,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0276,9271A1122,6875,KG,14025,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,1821A1128,23275,KG,48645,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,9533A2024,1050,KG,2195,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,2652A2410,23375,KG,48854,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,4340A4380,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,6286A6582,15125,KG,31611,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,6805A8986,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,6281A9901,19250,KG,40233,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0386,6801A5000,12375,KG,25864,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,2045A2314,1200,KG,2508,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,3728A6355,19250,KG,40233,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,7227A1242,17875,KG,37359,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,1464A5259,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,7307A9695,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0380,4454A6981,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,8441A6028,925,KG,2424,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,3405A2419,17875,KG,46833,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,9047A7243,1325,KG,3472,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,5388A3042,5500,KG,14410,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,4651A1567,5500,KG,14410,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,2406A5027,24725,KG,64780,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0055,3313A3240,10975,KG,28755,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,6749A5486,4100,KG,8159,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,2637A4058,2750,KG,5473,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,2088A8246,1225,KG,2438,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,2364A7813,15125,KG,30099,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,3473A5299,4050,KG,8060,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0202,9655A6374,9625,KG,19154,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,7032A1944,75,KG,157,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,1656A7712,32950,KG,68866,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,8714A1039,28875,KG,60349,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,7189A8908,8250,KG,17243,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,3781A3273,625,KG,1306,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,5834A8806,6875,KG,14369,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,9756A6177,5500,KG,11495,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,7434A5730,11000,KG,22990,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,9200A1763,24750,KG,51728,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0007,8530A8381,30250,KG,63223,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P6535A,575,KG,4060,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P7395A,0,KG,706,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P4713A,1300,KG,9884,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P5026A,1400,KG,9884,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P9706A,1325,KG,10061,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P9617A,0,KG,706,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P4196A,1425,KG,10767,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0323,P7298A,0,KG,706,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,9694A,550,KG,3053,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,3794A,275,KG,1526,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0056,8246A,12375,KG,68681,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0206,V2597A,125,KG,2005,CNY
6/30/2024,CHINA-WAREHOUSE,MAT-0324,V7598A,925,KG,12562,CNY
