OUTBOUND_YEAR,OUTBOUND_WEEK,PLANT_NAME,MODE_OF_TRANSPORT,CUSTOMER_NUMBER,MATERIAL_NAME,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,IS_HOLIDAY,NET_QUANTITY_MT
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0428,P-001,2,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01025,MAT-0428,P-001,2,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01028,MAT-0112,P-001,6,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01028,MAT-0335,P-001,8,0,17.875
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01028,MAT-0413,P-001,7,0,6.875
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0221,P-001,8,0,16.25
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0303,P-001,5,0,3.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01053,MAT-0335,P-001,8,0,99.0
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01113,MAT-0421,P-001,8,0,49.5
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01114,MAT-0335,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01125,MAT-0413,P-001,7,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01126,MAT-0413,P-001,7,0,0.2
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01129,MAT-0421,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01130,MAT-0303,P-001,5,0,3.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01130,MAT-0365,P-001,5,0,6.25
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01131,MAT-0421,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01132,MAT-0335,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01133,MAT-0156,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01134,MAT-0344,P-001,4,0,11.0
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01135,MAT-0111,P-001,2,0,1.375
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01135,MAT-0413,P-001,7,0,9.625
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01136,MAT-0056,P-001,3,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01137,MAT-0075,P-002,12,0,25.5
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01138,MAT-0421,P-001,8,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Marine,CST-01139,MAT-0051,P-003,8,0,10.0
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01013,MAT-0302,P-001,4,0,19.26
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01041,MAT-0247,P-001,6,0,49.480000000000004
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01043,MAT-0109,P-001,8,0,24.759999999999998
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01043,MAT-0247,P-001,6,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01043,MAT-0428,P-001,2,0,24.75
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01059,MAT-0112,P-001,6,0,5.5
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01059,MAT-0306,P-002,9,0,8.25
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01112,MAT-0151,P-001,6,0,74.25
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01127,MAT-0074,P-001,6,0,19.26
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01128,MAT-0056,P-001,3,0,70.14
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01128,MAT-0396,P-001,2,0,1.3
2024,5,SINGAPORE-WAREHOUSE,Truck,CST-01128,MAT-0404,P-001,4,0,1.3
2024,6,CHINA-WAREHOUSE,Truck,CST-00003,MAT-0001,P-002,3,1,51.0
2024,6,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0318,P-001,2,0,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0318,P-001,2,1,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0389,P-002,5,1,8.15
2024,6,CHINA-WAREHOUSE,Truck,CST-00047,MAT-0264,P-001,7,0,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00047,MAT-0264,P-001,7,1,49.51
2024,6,CHINA-WAREHOUSE,Truck,CST-00072,MAT-0112,P-001,6,0,99.02
2024,6,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0180,P-001,4,0,0.1
2024,6,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0316,P-001,4,0,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0316,P-001,4,1,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00113,MAT-0015,P-001,8,1,5.5
2024,6,CHINA-WAREHOUSE,Truck,CST-00113,MAT-0321,P-001,3,1,15.13
2024,6,CHINA-WAREHOUSE,Truck,CST-00120,MAT-0145,P-002,6,1,3.0
2024,6,CHINA-WAREHOUSE,Truck,CST-00126,MAT-0001,P-002,3,1,25.5
2024,6,CHINA-WAREHOUSE,Truck,CST-00147,MAT-0229,P-001,5,0,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00161,MAT-0332,P-002,6,0,96.25
2024,6,CHINA-WAREHOUSE,Truck,CST-00165,MAT-0332,P-002,6,0,100.00999999999999
2024,6,CHINA-WAREHOUSE,Truck,CST-00226,MAT-0389,P-002,5,1,25.5
2024,6,CHINA-WAREHOUSE,Truck,CST-00337,MAT-0056,P-001,3,0,0.03
2024,6,CHINA-WAREHOUSE,Truck,CST-00338,MAT-0321,P-001,3,1,24.75
2024,6,CHINA-WAREHOUSE,Truck,CST-00341,MAT-0144,P-002,5,1,25.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-00205,MAT-0112,P-001,6,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-00268,MAT-0390,P-001,7,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0210,P-001,3,0,8.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0303,P-001,5,0,10.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0345,P-001,6,0,2.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01008,MAT-0210,P-001,3,0,11.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01009,MAT-0303,P-001,5,1,10.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0109,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0112,P-001,6,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0112,P-001,6,1,0.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0327,P-001,8,1,0.05
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01012,MAT-0357,P-001,5,1,0.15
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0072,P-001,6,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0122,P-001,2,0,2.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0301,P-001,8,0,11.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0303,P-001,5,0,22.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0303,P-001,5,1,22.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0345,P-001,6,0,20.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01024,MAT-0056,P-001,3,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0221,P-001,8,0,5.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0221,P-001,8,1,8.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0303,P-001,5,0,5.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01030,MAT-0303,P-001,5,1,1.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01033,MAT-0395,P-001,7,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01034,MAT-0164,P-001,2,0,46.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01035,MAT-0233,P-002,12,1,33.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01035,MAT-0268,P-002,12,1,43.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01044,MAT-0395,P-001,7,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01048,MAT-0421,P-001,8,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01053,MAT-0335,P-001,8,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01053,MAT-0335,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01063,MAT-0327,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01063,MAT-0421,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01067,MAT-0366,P-003,8,0,45.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01073,MAT-0428,P-001,2,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01081,MAT-0335,P-001,8,1,74.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01083,MAT-0335,P-001,8,1,74.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01086,MAT-0112,P-001,6,0,2.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01086,MAT-0292,P-001,3,0,22.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01091,MAT-0137,P-001,8,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01091,MAT-0228,P-001,7,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01091,MAT-0335,P-001,8,0,12.375
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01098,MAT-0428,P-001,2,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01099,MAT-0234,P-001,5,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01100,MAT-0327,P-001,8,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01106,MAT-0234,P-001,5,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01110,MAT-0335,P-001,8,1,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01111,MAT-0051,P-003,8,1,45.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01113,MAT-0421,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01136,MAT-0056,P-001,3,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01138,MAT-0421,P-001,8,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01140,MAT-0146,P-001,5,0,9.625
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01140,MAT-0246,P-001,4,0,22.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01140,MAT-0316,P-001,4,0,15.1
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01141,MAT-0374,P-001,3,0,22.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01142,MAT-0421,P-001,8,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01143,MAT-0192,P-001,2,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01143,MAT-0234,P-001,5,1,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01144,MAT-0349,P-001,8,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01145,MAT-0335,P-001,8,0,74.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01146,MAT-0112,P-001,6,0,2.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01146,MAT-0335,P-001,8,0,1.375
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01146,MAT-0340,P-001,3,0,4.125
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01146,MAT-0421,P-001,8,0,2.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01147,MAT-0051,P-003,8,0,11.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01149,MAT-0381,P-001,6,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01150,MAT-0135,P-001,3,0,1.375
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01150,MAT-0303,P-001,5,0,7.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01150,MAT-0345,P-001,6,0,1.25
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01151,MAT-0051,P-003,8,0,22.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01152,MAT-0335,P-001,8,1,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01153,MAT-0366,P-003,8,1,10.0
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01154,MAT-0099,P-001,6,1,49.5
2024,6,SINGAPORE-WAREHOUSE,Marine,CST-01155,MAT-0428,P-001,2,1,24.75
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01013,MAT-0302,P-001,4,0,19.26
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01019,MAT-0421,P-001,8,0,24.759999999999998
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01040,MAT-0109,P-001,8,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01041,MAT-0428,P-001,2,0,24.75
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01043,MAT-0247,P-001,6,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01070,MAT-0228,P-001,7,1,12.38
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01112,MAT-0151,P-001,6,0,49.5
2024,6,SINGAPORE-WAREHOUSE,Truck,CST-01148,MAT-0015,P-001,8,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00006,MAT-0153,P-001,4,0,24.76
2024,7,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0321,P-001,3,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0382,P-001,6,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00014,MAT-0007,P-001,2,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00014,MAT-0229,P-001,5,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00028,MAT-0389,P-002,5,0,3.0
2024,7,CHINA-WAREHOUSE,Truck,CST-00073,MAT-0229,P-001,5,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0049,P-001,5,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0316,P-001,4,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00122,MAT-0145,P-002,6,0,25.5
2024,7,CHINA-WAREHOUSE,Truck,CST-00130,MAT-0114,P-002,7,0,10.5
2024,7,CHINA-WAREHOUSE,Truck,CST-00137,MAT-0264,P-001,7,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00165,MAT-0332,P-002,6,0,60.01
2024,7,CHINA-WAREHOUSE,Truck,CST-00272,MAT-0316,P-001,4,0,24.759999999999998
2024,7,CHINA-WAREHOUSE,Truck,CST-00277,MAT-0266,P-001,8,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00338,MAT-0265,P-001,8,0,24.75
2024,7,CHINA-WAREHOUSE,Truck,CST-00342,MAT-0056,P-001,3,0,1.38
2024,7,CHINA-WAREHOUSE,Truck,CST-00343,MAT-0145,P-002,6,0,12.0
2024,7,CHINA-WAREHOUSE,Truck,CST-00343,MAT-0314,P-002,4,0,13.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-00259,MAT-0373,P-001,7,0,22.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-00268,MAT-0112,P-001,6,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-00268,MAT-0113,P-001,2,1,74.25
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01003,MAT-0210,P-001,3,0,11.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01009,MAT-0344,P-001,4,0,11.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0072,P-001,6,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0210,P-001,3,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01017,MAT-0303,P-001,5,0,11.225
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01028,MAT-0415,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01035,MAT-0233,P-002,12,0,51.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01035,MAT-0268,P-002,12,0,25.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01037,MAT-0390,P-001,7,1,49.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01037,MAT-0421,P-001,8,1,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01053,MAT-0335,P-001,8,0,49.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01053,MAT-0335,P-001,8,1,61.875
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01069,MAT-0243,P-001,4,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01072,MAT-0099,P-001,6,0,74.25
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01079,MAT-0131,P-001,5,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01086,MAT-0413,P-001,7,0,12.375
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01111,MAT-0051,P-003,8,0,22.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01113,MAT-0413,P-001,7,0,49.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01113,MAT-0421,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01120,MAT-0056,P-001,3,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01120,MAT-0372,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01129,MAT-0237,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01156,MAT-0046,P-001,5,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01156,MAT-0046,P-001,5,1,49.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01156,MAT-0121,P-001,8,1,20.575
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01157,MAT-0051,P-003,8,1,1.25
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01158,MAT-0234,P-001,5,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01159,MAT-0340,P-001,3,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01160,MAT-0345,P-001,6,0,56.125
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01161,MAT-0421,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01162,MAT-0428,P-001,2,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01163,MAT-0413,P-001,7,0,11.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01165,MAT-0056,P-001,3,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01166,MAT-0056,P-001,3,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01167,MAT-0051,P-003,8,0,22.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01168,MAT-0421,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01169,MAT-0114,P-002,7,0,15.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01169,MAT-0338,P-002,6,0,10.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01170,MAT-0413,P-001,7,0,6.875
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01171,MAT-0304,P-003,8,0,10.0
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01172,MAT-0015,P-001,8,0,37.125
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01173,MAT-0302,P-001,4,0,49.5
2024,7,SINGAPORE-WAREHOUSE,Marine,CST-01174,MAT-0304,P-003,8,0,22.5
2024,7,SINGAPORE-WAREHOUSE,Truck,CST-01013,MAT-0302,P-001,4,0,9.63
2024,7,SINGAPORE-WAREHOUSE,Truck,CST-01040,MAT-0109,P-001,8,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Truck,CST-01041,MAT-0247,P-001,6,0,49.5
2024,7,SINGAPORE-WAREHOUSE,Truck,CST-01112,MAT-0151,P-001,6,0,24.75
2024,7,SINGAPORE-WAREHOUSE,Truck,CST-01164,MAT-0046,P-001,5,0,16.01
2024,8,CHINA-WAREHOUSE,Truck,CST-00003,MAT-0001,P-002,3,0,1.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00003,MAT-0145,P-002,6,0,4.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00003,MAT-0202,P-001,6,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0265,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0276,P-001,5,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0321,P-001,3,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0382,P-001,6,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00008,MAT-0390,P-001,7,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00010,MAT-0153,P-001,4,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00012,MAT-0319,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00014,MAT-0055,P-001,2,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00014,MAT-0145,P-002,6,0,13.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00014,MAT-0314,P-002,4,0,12.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00015,MAT-0320,P-001,4,0,0.3
2024,8,CHINA-WAREHOUSE,Truck,CST-00015,MAT-0354,P-001,7,0,0.2
2024,8,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0145,P-002,6,0,6.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00017,MAT-0318,P-001,2,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00019,MAT-0236,P-001,4,0,5.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00023,MAT-0007,P-001,2,0,24.759999999999998
2024,8,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0055,P-001,2,0,0.1
2024,8,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0142,P-002,6,0,0.03
2024,8,CHINA-WAREHOUSE,Truck,CST-00025,MAT-0143,P-002,3,0,0.05
2024,8,CHINA-WAREHOUSE,Truck,CST-00033,MAT-0390,P-001,7,0,4.13
2024,8,CHINA-WAREHOUSE,Truck,CST-00034,MAT-0206,P-002,4,0,22.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00035,MAT-0015,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00036,MAT-0389,P-002,5,0,25.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0001,P-002,3,0,23.3
2024,8,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0142,P-002,6,0,28.509999999999998
2024,8,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0145,P-002,6,0,51.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00037,MAT-0314,P-002,4,0,15.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0001,P-002,3,0,25.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00039,MAT-0145,P-002,6,0,25.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00047,MAT-0264,P-001,7,0,123.77000000000001
2024,8,CHINA-WAREHOUSE,Truck,CST-00049,MAT-0153,P-001,4,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00050,MAT-0319,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00052,MAT-0382,P-001,6,0,74.25999999999999
2024,8,CHINA-WAREHOUSE,Truck,CST-00053,MAT-0082,P-002,3,0,45.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00053,MAT-0158,P-002,8,0,51.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00056,MAT-0148,P-001,2,0,49.519999999999996
2024,8,CHINA-WAREHOUSE,Truck,CST-00056,MAT-0340,P-001,3,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00058,MAT-0084,P-001,3,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00058,MAT-0319,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00059,MAT-0321,P-001,3,0,49.51
2024,8,CHINA-WAREHOUSE,Truck,CST-00059,MAT-0378,P-001,8,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00062,MAT-0001,P-002,3,0,6.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00062,MAT-0314,P-002,4,0,12.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00064,MAT-0142,P-002,6,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00068,MAT-0314,P-002,4,0,25.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00072,MAT-0413,P-001,7,0,148.51999999999998
2024,8,CHINA-WAREHOUSE,Truck,CST-00074,MAT-0097,P-001,7,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00077,MAT-0049,P-001,5,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0032,P-002,11,0,0.1
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0178,P-002,11,0,0.48000000000000004
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0233,P-002,12,0,0.1
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0268,P-002,12,0,0.48
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0313,P-002,4,0,0.1
2024,8,CHINA-WAREHOUSE,Truck,CST-00080,MAT-0390,P-001,7,0,0.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00081,MAT-0153,P-001,4,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00085,MAT-0142,P-002,6,0,12.0
2024,8,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0049,P-001,5,0,123.75999999999999
2024,8,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0146,P-001,5,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0218,P-001,4,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0319,P-001,8,0,49.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00086,MAT-0382,P-001,6,0,24.75
2024,8,CHINA-WAREHOUSE,Truck,CST-00088,MAT-0176,P-002,6,0,25.5
2024,8,CHINA-WAREHOUSE,Truck,CST-00092,MAT-0382,P-001,6,0,49.51
2024,8,CHINA-WAREHOUSE,Truck,CST-00093,MAT-0237,P-001,8,0,1.38
