BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,6746A,60000,KG,511800,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,1825A,85000,KG,725050,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,4531A,101250,KG,863663,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,7900A,100000,KG,853000,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,9845A,90000,KG,767700,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0047,2751A,18750,KG,159938,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0094,2542A,1800,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0259,9735A,28725,KG,90197,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0259,1423A,45000,KG,141300,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0259,3487A,45000,KG,141300,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0259,8869A,47500,KG,149150,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0259,9940A,65000,KG,204100,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M7346A,38425,KG,165228,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M8164A,24750,KG,106425,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M5829B,82500,KG,354750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M5597B,57750,KG,248325,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M9152A,24725,KG,106318,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M8201C,17875,KG,76863,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M2579A,28875,KG,124163,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M4688B,26125,KG,112338,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M6726C,82500,KG,354750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M7918A,23375,KG,100513,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M1995C,77000,KG,331100,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M3007A,90750,KG,390225,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M8070B,88000,KG,378400,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M3971C,24750,KG,106425,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M5585B,33000,KG,141900,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M4932C,67325,KG,289498,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M4750A,86625,KG,372488,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M3604B,83875,KG,360663,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0099,M7776C,26125,KG,112338,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0375,P9091A,50950,KG,201762,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0375,P2167A,51000,KG,201960,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0376,P8018A,1175,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0376,P6453A,1500,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0312,P9167A,31350,KG,124542,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0377,P6100A,50900,KG,477360,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0377,P4150A,98900,KG,926640,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0198,5498,37925,KG,119085,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0198,5258,55000,KG,172700,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0198,3856,79750,KG,250415,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0198,7365,30100,KG,94514,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0198,1295,73575,KG,231026,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0260,8509A,2400,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0204,4880A,9600,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0204,8331A,600,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0052,4755A,8400,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0261,P1110A,76500,KG,544680,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0261,P5729A,76425,KG,544146,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0199,SCRAP,10269,KG,147357,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0142,V2490A,17800,KG,189036,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0143,V2118A,44625,KG,473918,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0143,V2951A,27000,KG,286740,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0145,V4194A,25500,KG,274125,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0145,V1833A,87000,KG,935250,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0201,V5858A,44900,KG,476838,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0201,V6160A,17200,KG,182664,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0201,V6975A,89925,KG,955004,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0262,E9917A,49500,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0319,S8613A,39875,KG,293081,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0036,E7161A,49175,KG,273905,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0036,S9394A,42775,KG,238257,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0176,T2572A,25450,KG,323724,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0176,T9980A,86925,KG,1105686,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0398,2340A3046,43975,KG,113016,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0096,M3832A,74250,KG,338580,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0096,M8913A,39875,KG,181830,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0096,M9260B,34350,KG,156636,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0096,M4548C,68675,KG,313158,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0146,S8199A,0,KG,110808,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0146,S5192A,0,KG,112860,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0049,S6930A,800,KG,116508,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0049,S8187A,0,KG,112860,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0013,V9843A,101600,KG,1092200,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0013,V1632A,68950,KG,741213,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0003,7795,73372,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0003,8045,39168,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0004,V6032A,51000,KG,541620,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0004,V7115A,25450,KG,270279,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0321,R6359A,50875,KG,373931,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0321,S9788A,59100,KG,434385,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0382,S7794A,0,KG,177870,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0382,S9812A,0,KG,363825,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0382,S4024A,98925,KG,727099,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0053,R8246A,59075,KG,448379,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0264,S5757A,13750,KG,104363,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0265,E8233A,97525,KG,740215,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0266,E8649A,73950,KG,561281,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0316,E2205A,64075,KG,486329,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0316,E4059A,90650,KG,688034,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0153,E4127A,0,KG,1395042,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0153,E9851A,0,KG,1126546,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0148,M6564A,0,KG,116366,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0148,M5463B,1275,KG,265577,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0054,M7882B,5000,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M9860B,48125,KG,134750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M3717B,57750,KG,161700,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M9260C,82450,KG,230860,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M1388A,49500,KG,138600,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M2075B,82425,KG,230790,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M6180B,77000,KG,215600,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0378,M5742A,37125,KG,103950,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0415,N3272A,24900,KG,188991,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0415,N1438A,24750,KG,187853,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0156,N9204A,0,KG,1144952,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0156,N7952A,1300,KG,103793,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0379,E9813A,27450,KG,80154,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0351,5611A,21800,KG,81532,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0351,8457A,35650,KG,133331,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0351,5651A,55000,KG,205700,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0385,M2584B,650,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0150,P9201A,67350,KG,266706,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0150,P5541A,49500,KG,196020,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0268,P1957A,110850,KG,794402,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0268,P5011A,22500,KG,161100,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0268,P6508A,102000,KG,730320,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0276,1140A5415,79750,KG,162690,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0276,4075A3969,68700,KG,140148,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0276,3374A3111,41250,KG,84150,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0276,1015A9632,57700,KG,117708,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,8979A2597,83875,KG,175299,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,2993A2608,49500,KG,103455,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,6811A5696,81050,KG,169395,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,9533A2024,39875,KG,83339,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,1695A8125,90650,KG,189459,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,2146A1919,50825,KG,106224,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,7074A9352,57750,KG,120698,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0386,6119A4162,90675,KG,189511,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,3103A5393,87750,KG,229905,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,8943A7033,46675,KG,122289,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,3068A4991,89275,KG,233901,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,8800A2884,68650,KG,179863,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,1924A5267,75525,KG,197876,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,2697A1882,52175,KG,136699,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0055,9047A7243,42575,KG,111547,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,1553A8969,65925,KG,137783,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,7678A4469,63175,KG,132036,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,5863A8804,79750,KG,166678,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,6142A3599,64625,KG,135066,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,2992A8574,89325,KG,186689,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,1656A7712,90700,KG,189563,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,3943A8500,38475,KG,80413,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,9953A1514,79675,KG,166521,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0007,3781A3273,38450,KG,80361,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0277,S3693A,51925,KG,234182,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0323,P7500A,51000,KG,360060,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0323,P1532A,24000,KG,169440,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0323,P6351A,76500,KG,540090,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0056,5285A,23350,KG,129593,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0056,1694A,98875,KG,548756,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0056,9694A,24675,KG,136946,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0056,1426A,70125,KG,389194,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0056,6884A,53625,KG,297619,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0387,6043B,1950,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0387,6175B,18850,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0206,V6548A,74800,KG,1211760,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0206,V4428A,93450,KG,1513890,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0324,V7598A,32375,KG,439653,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0084,S2896A,57325,KG,246498,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0325,E9454A,84425,KG,380757,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0325,E3362A,103050,KG,464756,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0325,E1952A,45375,KG,204641,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0416,E2278A,23225,KG,105906,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0416,E4145A,25975,KG,231306,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0326,M1036A,42525,KG,116519,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0326,M9936A,40975,KG,112272,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0015,R8859A,38450,KG,247825,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0015,S4758A,0,KG,110157,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0015,S7448A,0,KG,675485,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0015,S4916A,0,KG,334868,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0294,SCRAP,1199,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M5973A,37775,KG,141279,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M9336A,24750,KG,92565,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M4807B,63250,KG,236555,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M4250A,20575,KG,76951,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M5685B,27500,KG,102850,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M7282A,20625,KG,77138,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0327,M8181A,28875,KG,107993,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0356,M4247B,46650,KG,174471,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0270,V8468A,95925,KG,917043,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0111,4986A6798,67175,KG,401707,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0111,8943A1500,39875,KG,238453,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0111,4031A5952,37125,KG,222008,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0111,2605A8571,63250,KG,378235,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,15125,KG,102245,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,24300,KG,164268,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,24275,KG,164099,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0152,M1002B,40950,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0381,S4759A,49400,KG,222794,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,7363A2227,77725,KG,155450,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,6882A2720,53525,KG,107050,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,6517A3139,83700,KG,167400,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,2448A3125,83875,KG,167750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,9224A8988,82425,KG,164850,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,1311A5830,56375,KG,112750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0234,9645A4711,83825,KG,167650,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0331,SCRAP,12,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0157,P5056A,100,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0157,P6032A,600,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0396,E4534A,64125,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0396,E2075A,42550,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0229,5704B,33000,KG,103620,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0229,2585A,79700,KG,250258,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0229,5668B,85200,KG,267528,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0057,S9024A,16575,KG,125804,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0389,V7744A,61375,KG,699061,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0389,V5648A,84000,KG,956760,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0389,V1139A,71900,KG,818941,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0389,V9035A,76500,KG,871335,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0389,V3758A,76500,KG,871335,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0102,V6100A,24700,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0159,V8634A,63650,KG,952204,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0271,8428A2431,600,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0214,2321A,5000,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0214,SCRAP,25,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M3249B,33950,KG,154812,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M3491A,59125,KG,269610,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M1110B,64575,KG,294462,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M1345C,35600,KG,162336,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M3654C,64575,KG,294462,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0390,M5982B,72825,KG,332082,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0112,M1167B,20550,KG,93708,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0112,M7085A,76925,KG,350778,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0112,M3331B,63200,KG,288192,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0112,M6017B,71425,KG,325698,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0112,M4143C,60450,KG,275652,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0113,M9125A,56375,KG,151085,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0113,M7290A,66725,KG,178823,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0215,8639B,49100,KG,157120,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0215,3349B,24700,KG,79040,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0114,L4708A,98150,KG,388674,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,1669A,0,KG,134969,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,6283A,33175,KG,154660,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,3602A,45350,KG,121085,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,1292A,87900,KG,234693,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,7556I,43900,KG,117213,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,2888F,48050,KG,128294,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,6042G,47950,KG,128027,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,2905A,64550,KG,172349,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,7794A,28825,KG,76963,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0065,6433A,83800,KG,223746,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0413,3581A,82450,KG,233334,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0103,6929A,40625,KG,113750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0397,P8066A,22150,KG,87714,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0180,M5666A,36975,KG,103530,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0429,V9006A,850,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0050,S9403A,26175,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0236,S2867A,75,KG,111961,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0236,S4960B,110825,KG,499821,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,1933A,37500,KG,690750,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,6303A,0,KG,363335,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,7877A,0,KG,725748,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,3554A,10000,KG,184200,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,6275A,10000,KG,184200,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,9888A,0,KG,366558,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,3553A,0,KG,1563858,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,4271A,25000,KG,460500,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,4423A,57425,KG,1057769,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,5991A,57400,KG,1057308,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,1563A,49925,KG,919619,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,1995A,103575,KG,1907852,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,5220A,0,KG,1977387,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,1239A,0,KG,1517348,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,8807A,0,KG,1171512,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,2444A,0,KG,322350,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,5978A,0,KG,414450,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,2617A,0,KG,1793648,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,4554A,0,KG,597269,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0333,3112A,0,KG,1748058,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0216,1748A,644,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0216,1240A,17876,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0340,N6384A,68550,KG,535475,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0340,N2444A,94875,KG,720101,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0340,N4495A,77700,KG,589743,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0340,N1967A,61825,KG,469252,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0340,N2374A,86550,KG,656915,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0008,V7045A,1250,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0161,S3674A,99000,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0256,S4536A,98850,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0353,S4723A,98950,KG,425485,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0295,8863A,34650,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0295,5212A,2750,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0295,2437A,43950,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0295,5649A,27500,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0179,7929A,21975,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0179,5522A,175,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0174,M6552B,23375,KG,106590,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0009,6971A,48750,KG,153075,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0009,4679A,58500,KG,183690,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,8678A,650,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,5113A,1300,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,2219A,650,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,8705A,650,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,5447A,0,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0362,7304A,0,KG,0,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,8630A,86625,KG,176715,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,8053A,66000,KG,134640,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,8381A,86625,KG,176715,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,3371A,77000,KG,157080,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,5008A,83875,KG,171105,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,3320A,79725,KG,162639,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0237,9952A,68750,KG,140250,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0354,M5297C,49300,KG,224808,CNY
2/29/2024,CHINA-WAREHOUSE,MAT-0162,M5623B,12375,KG,0,CNY
