INBOUND_DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,SHELF_LIFE_Timestamp,suggestion_to_outbound
2024-02-16,SINGAPORE-WAREHOUSE,MAT-0296,22.0,P-001,2,20,2024-04-16,2024-04-16
2024-02-16,SINGAPORE-WAREHOUSE,MAT-0296,2.75,P-001,2,20,2024-04-16,2024-04-16
2024-02-16,SINGAPORE-WAREHOUSE,MAT-0296,24.75,P-001,2,20,2024-04-16,2024-04-16
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0335,17.875,P-001,8,5,2024-10-20,2024-10-20
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0335,6.875,P-001,8,5,2024-10-20,2024-10-20
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-10-20,2024-10-20
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0335,9.625,P-001,8,5,2024-10-20,2024-10-20
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0335,15.125,P-001,8,5,2024-10-20,2024-10-20
2024-02-20,SINGAPORE-WAREHOUSE,MAT-0174,24.75,P-001,5,10,2024-07-20,2024-07-20
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,12.375,P-001,6,20,2024-09-04,2024-09-04
2024-04-10,SINGAPORE-WAREHOUSE,MAT-0304,22.5,P-003,8,25,2024-12-10,2024-12-10
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-08-03,2024-08-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2024-08-03,2024-08-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2024-08-03,2024-08-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0234,13.75,P-001,5,10,2024-08-03,2024-08-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0234,11.0,P-001,5,10,2024-08-03,2024-08-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0068,16.5,P-001,6,20,2024-09-03,2024-09-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0068,8.25,P-001,6,20,2024-09-03,2024-09-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0068,9.625,P-001,6,20,2024-09-03,2024-09-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0068,15.125,P-001,6,20,2024-09-03,2024-09-03
2024-03-03,SINGAPORE-WAREHOUSE,MAT-0068,24.75,P-001,6,20,2024-09-03,2024-09-03
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0346,24.75,P-001,6,10,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,6.875,P-001,6,20,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,17.875,P-001,6,20,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,5.5,P-001,6,20,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0112,19.25,P-001,6,20,2024-09-04,2024-09-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0037,24.75,P-001,3,15,2024-06-04,2024-06-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0037,6.875,P-001,3,15,2024-06-04,2024-06-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0037,17.875,P-001,3,15,2024-06-04,2024-06-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0037,9.625,P-001,3,15,2024-06-04,2024-06-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0037,15.125,P-001,3,15,2024-06-04,2024-06-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0218,24.75,P-001,4,30,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0218,11.0,P-001,4,30,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0218,13.75,P-001,4,30,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0218,9.625,P-001,4,30,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0218,15.125,P-001,4,30,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0224,24.75,P-001,5,20,2024-08-04,2024-08-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0309,12.375,P-001,5,15,2024-08-04,2024-08-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,24.75,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,11.0,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,13.75,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,9.625,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,15.125,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,19.25,P-001,4,25,2024-07-04,2024-07-04
2024-03-04,SINGAPORE-WAREHOUSE,MAT-0308,5.5,P-001,4,25,2024-07-04,2024-07-04
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0302,20.625,P-001,4,20,2024-08-07,2024-08-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0302,4.125,P-001,4,20,2024-08-07,2024-08-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0302,24.75,P-001,4,20,2024-08-07,2024-08-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0302,19.25,P-001,4,20,2024-08-07,2024-08-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0302,5.5,P-001,4,20,2024-08-07,2024-08-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0247,24.75,P-001,6,20,2024-10-07,2024-10-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0247,2.75,P-001,6,20,2024-10-07,2024-10-07
2024-04-07,SINGAPORE-WAREHOUSE,MAT-0247,22.0,P-001,6,20,2024-10-07,2024-10-07
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0356,16.5,P-001,7,15,2024-10-15,2024-10-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0356,8.25,P-001,7,15,2024-10-15,2024-10-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-06-15,2024-06-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0340,13.75,P-001,3,25,2024-06-15,2024-06-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0340,11.0,P-001,3,25,2024-06-15,2024-06-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0340,20.625,P-001,3,25,2024-06-15,2024-06-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0340,4.125,P-001,3,25,2024-06-15,2024-06-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0104,24.75,P-001,6,15,2024-09-15,2024-09-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0104,5.5,P-001,6,15,2024-09-15,2024-09-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0104,19.25,P-001,6,15,2024-09-15,2024-09-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0104,9.625,P-001,6,15,2024-09-15,2024-09-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0104,15.125,P-001,6,15,2024-09-15,2024-09-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0224,15.125,P-001,5,20,2024-08-15,2024-08-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0224,9.625,P-001,5,20,2024-08-15,2024-08-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0224,24.75,P-001,5,20,2024-08-15,2024-08-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0275,24.75,P-001,7,15,2024-10-15,2024-10-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0275,16.5,P-001,7,15,2024-10-15,2024-10-15
2024-03-15,SINGAPORE-WAREHOUSE,MAT-0275,8.25,P-001,7,15,2024-10-15,2024-10-15
2024-03-17,SINGAPORE-WAREHOUSE,MAT-0345,22.5,P-001,6,5,2024-09-17,2024-09-17
2024-03-17,SINGAPORE-WAREHOUSE,MAT-0345,11.25,P-001,6,5,2024-09-17,2024-09-17
2024-03-17,SINGAPORE-WAREHOUSE,MAT-0303,22.5,P-001,5,10,2024-08-17,2024-08-17
2024-03-17,SINGAPORE-WAREHOUSE,MAT-0303,7.5,P-001,5,10,2024-08-17,2024-08-17
2024-03-17,SINGAPORE-WAREHOUSE,MAT-0303,15.0,P-001,5,10,2024-08-17,2024-08-17
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0104,17.875,P-001,6,15,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0104,5.5,P-001,6,15,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0104,23.375,P-001,6,15,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0218,24.75,P-001,4,30,2024-06-25,2024-06-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0218,16.5,P-001,4,30,2024-06-25,2024-06-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0218,8.25,P-001,4,30,2024-06-25,2024-06-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0218,9.625,P-001,4,30,2024-06-25,2024-06-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0218,15.125,P-001,4,30,2024-06-25,2024-06-25
2024-03-25,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-06-25,2024-06-25
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0044,24.75,P-001,6,5,2024-09-26,2024-09-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0044,9.625,P-001,6,5,2024-09-26,2024-09-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0044,15.125,P-001,6,5,2024-09-26,2024-09-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,9.2,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,15.1,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,2.75,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,21.35,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,13.75,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,11.0,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0374,24.75,P-001,3,25,2024-06-26,2024-06-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0344,8.25,P-001,4,30,2024-07-26,2024-07-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0344,16.5,P-001,4,30,2024-07-26,2024-07-26
2024-03-26,SINGAPORE-WAREHOUSE,MAT-0344,24.75,P-001,4,30,2024-07-26,2024-07-26
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,23.375,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,1.375,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,16.5,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,8.25,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,2.75,P-001,3,5,2024-06-27,2024-06-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0056,22.0,P-001,3,5,2024-06-27,2024-06-27
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0112,23.375,P-001,6,20,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0112,8.25,P-001,6,20,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0112,16.5,P-001,6,20,2024-08-25,2024-08-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0288,23.375,P-001,2,15,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,24.75,P-001,2,5,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,6.875,P-001,2,5,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,17.875,P-001,2,5,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,12.375,P-001,2,5,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,13.75,P-001,2,5,2024-04-25,2024-04-25
2024-02-25,SINGAPORE-WAREHOUSE,MAT-0164,11.0,P-001,2,5,2024-04-25,2024-04-25
2024-02-27,SINGAPORE-WAREHOUSE,MAT-0174,17.875,P-001,5,10,2024-07-27,2024-07-27
2024-02-27,SINGAPORE-WAREHOUSE,MAT-0174,6.875,P-001,5,10,2024-07-27,2024-07-27
2024-02-27,SINGAPORE-WAREHOUSE,MAT-0174,12.375,P-001,5,10,2024-07-27,2024-07-27
2024-02-27,SINGAPORE-WAREHOUSE,MAT-0174,24.75,P-001,5,10,2024-07-27,2024-07-27
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0413,24.75,P-001,7,20,2024-10-19,2024-10-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0413,13.75,P-001,7,20,2024-10-19,2024-10-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0413,11.0,P-001,7,20,2024-10-19,2024-10-19
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-06-29,2024-06-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0056,5.5,P-001,3,5,2024-06-29,2024-06-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0056,19.25,P-001,3,5,2024-06-29,2024-06-29
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0413,8.25,P-001,7,20,2024-10-19,2024-10-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0413,16.5,P-001,7,20,2024-10-19,2024-10-19
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0062,24.75,P-001,7,30,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0228,24.75,P-001,7,10,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0395,24.75,P-001,7,25,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0346,24.75,P-001,6,10,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0404,24.75,P-001,4,15,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0404,23.375,P-001,4,15,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0404,1.375,P-001,4,15,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0404,8.25,P-001,4,15,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0404,16.5,P-001,4,15,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0007,24.75,P-001,2,10,2024-05-22,2024-05-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,24.75,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,19.25,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,5.5,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,4.125,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,20.625,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,24.75,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,17.875,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,6.875,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,8.25,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,16.5,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,4.125,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,20.625,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,12.375,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,24.75,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,11.0,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,13.75,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0340,11.0,P-001,3,25,2024-06-22,2024-06-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0340,13.75,P-001,3,25,2024-06-22,2024-06-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0224,24.75,P-001,5,20,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0224,8.25,P-001,5,20,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0224,16.5,P-001,5,20,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0243,24.75,P-001,4,30,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0308,15.125,P-001,4,25,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0308,9.625,P-001,4,25,2024-07-22,2024-07-22
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0365,10.0,P-001,5,15,2024-08-28,2024-08-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0365,8.75,P-001,5,15,2024-08-28,2024-08-28
2024-04-02,SINGAPORE-WAREHOUSE,MAT-0355,24.75,P-001,7,25,2024-11-02,2024-11-02
2024-04-02,SINGAPORE-WAREHOUSE,MAT-0355,12.375,P-001,7,25,2024-11-02,2024-11-02
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0062,20.625,P-001,7,30,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0062,4.125,P-001,7,30,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0395,8.25,P-001,7,25,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0395,16.5,P-001,7,25,2024-10-22,2024-10-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0346,12.375,P-001,6,10,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0007,9.625,P-001,2,10,2024-05-22,2024-05-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0007,15.125,P-001,2,10,2024-05-22,2024-05-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,16.5,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,8.25,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,6.875,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0234,17.875,P-001,5,10,2024-08-22,2024-08-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,13.75,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0335,11.0,P-001,8,5,2024-11-22,2024-11-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,5.5,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,19.25,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,20.625,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,4.125,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0112,12.375,P-001,6,20,2024-09-22,2024-09-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0340,24.75,P-001,3,25,2024-06-22,2024-06-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0243,5.5,P-001,4,30,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0243,19.25,P-001,4,30,2024-07-22,2024-07-22
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,16.5,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,8.25,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,17.875,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,6.875,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,24.75,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,13.75,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,11.0,P-001,6,15,2024-09-27,2024-09-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0074,12.375,P-001,6,15,2024-09-27,2024-09-27
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0221,22.5,P-001,8,25,2024-11-28,2024-11-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0221,21.25,P-001,8,25,2024-11-28,2024-11-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0221,1.25,P-001,8,25,2024-11-28,2024-11-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0221,15.0,P-001,8,25,2024-11-28,2024-11-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0221,7.5,P-001,8,25,2024-11-28,2024-11-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0303,22.5,P-001,5,10,2024-08-28,2024-08-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0303,18.75,P-001,5,10,2024-08-28,2024-08-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0303,3.75,P-001,5,10,2024-08-28,2024-08-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0303,2.5,P-001,5,10,2024-08-28,2024-08-28
2024-03-28,SINGAPORE-WAREHOUSE,MAT-0303,20.0,P-001,5,10,2024-08-28,2024-08-28
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0340,5.5,P-001,3,25,2024-06-22,2024-06-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0340,19.25,P-001,3,25,2024-06-22,2024-06-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0308,19.25,P-001,4,25,2024-07-22,2024-07-22
2024-03-22,SINGAPORE-WAREHOUSE,MAT-0308,5.5,P-001,4,25,2024-07-22,2024-07-22
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,9.625,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,15.125,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,24.75,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,19.25,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,5.5,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,1.375,P-001,5,25,2024-08-27,2024-08-27
2024-03-27,SINGAPORE-WAREHOUSE,MAT-0116,23.375,P-001,5,25,2024-08-27,2024-08-27
2024-03-11,SINGAPORE-WAREHOUSE,MAT-0309,24.75,P-001,5,15,2024-08-11,2024-08-11
2024-03-11,SINGAPORE-WAREHOUSE,MAT-0309,11.0,P-001,5,15,2024-08-11,2024-08-11
2024-03-11,SINGAPORE-WAREHOUSE,MAT-0309,13.75,P-001,5,15,2024-08-11,2024-08-11
2024-03-14,SINGAPORE-WAREHOUSE,MAT-0231,24.75,P-001,7,25,2024-10-14,2024-10-14
2024-03-14,SINGAPORE-WAREHOUSE,MAT-0231,5.5,P-001,7,25,2024-10-14,2024-10-14
2024-03-14,SINGAPORE-WAREHOUSE,MAT-0231,19.25,P-001,7,25,2024-10-14,2024-10-14
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0044,24.75,P-001,6,5,2024-09-19,2024-09-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0121,24.75,P-001,8,20,2024-11-19,2024-11-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0121,4.125,P-001,8,20,2024-11-19,2024-11-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0121,20.625,P-001,8,20,2024-11-19,2024-11-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0109,24.75,P-001,8,10,2024-11-19,2024-11-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0109,15.125,P-001,8,10,2024-11-19,2024-11-19
2024-03-19,SINGAPORE-WAREHOUSE,MAT-0109,9.625,P-001,8,10,2024-11-19,2024-11-19
2024-03-23,SINGAPORE-WAREHOUSE,MAT-0056,24.75,P-001,3,5,2024-06-23,2024-06-23
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0074,16.5,P-001,6,15,2024-09-29,2024-09-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0074,8.25,P-001,6,15,2024-09-29,2024-09-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0074,24.75,P-001,6,15,2024-09-29,2024-09-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0074,20.625,P-001,6,15,2024-09-29,2024-09-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0074,4.125,P-001,6,15,2024-09-29,2024-09-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,24.75,P-001,8,5,2024-11-29,2024-11-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,6.875,P-001,8,5,2024-11-29,2024-11-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,16.5,P-001,8,5,2024-11-29,2024-11-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,11.0,P-001,8,5,2024-11-29,2024-11-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,13.75,P-001,8,5,2024-11-29,2024-11-29
2024-03-29,SINGAPORE-WAREHOUSE,MAT-0237,23.375,P-001,8,5,2024-11-29,2024-11-29
