PLANT_NAME,OUTBOUND_DATE,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT,Transfer_Cost
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0270,CST-00135,25.5,38.217
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0314,CST-00280,10.5,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0314,CST-00282,10.5,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0314,CST-00285,4.5,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0319,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0319,CST-00114,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0319,CST-00215,0.03,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0319,CST-00272,49.5,38.217
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0321,CST-00274,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0321,CST-00275,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0322,CST-00046,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0322,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0328,CST-00108,10.5,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0332,CST-00161,50.0,57.325
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0379,CST-00182,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0379,CST-00273,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0379,CST-00276,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0380,CST-00093,45.38,38.217
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0382,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0390,CST-00125,5.5,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0415,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/01/23,Truck,MAT-0416,CST-00281,0.08,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0001,CST-00178,25.5,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0015,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0015,CST-00148,24.43,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0035,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0049,CST-00287,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0053,CST-00015,0.1,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0053,CST-00289,9.63,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0082,CST-00084,22.5,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0084,CST-00240,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0085,CST-00025,0.1,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0097,CST-00074,23.38,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0112,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0143,CST-00003,12.0,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0144,CST-00182,25.5,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0144,CST-00290,18.0,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0145,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0145,CST-00105,33.0,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0145,CST-00286,25.5,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0178,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0196,CST-00190,0.7,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0229,CST-00014,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0229,CST-00288,2.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0234,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0268,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0314,CST-00105,18.009999999999998,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0319,CST-00012,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0319,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0319,CST-00108,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0321,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0322,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0325,CST-00017,6.88,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0328,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0338,CST-00126,1.5,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0356,CST-00025,0.39999999999999997,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0379,CST-00289,5.5,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0382,CST-00008,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0382,CST-00052,0.08,19.108
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0386,CST-00008,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/24,Truck,MAT-0428,CST-00004,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0001,CST-00159,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0001,CST-00178,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0013,CST-00031,4.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0013,CST-00061,12.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0013,CST-00069,3.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0015,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0015,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0047,CST-00069,5.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0065,CST-00293,5.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0082,CST-00189,22.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0112,CST-00018,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0142,CST-00069,4.51,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0143,CST-00003,12.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00008,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00017,6.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00038,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00041,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00045,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00140,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00164,18.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00227,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00292,18.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00294,15.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00295,18.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00296,1.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0145,CST-00297,6.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0150,CST-00025,0.1,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0196,CST-00069,5.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0198,CST-00003,99.00999999999999,95.541
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0256,CST-00216,0.05,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0264,CST-00005,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0264,CST-00121,49.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0265,CST-00017,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0265,CST-00072,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0270,CST-00298,13.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0314,CST-00083,18.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0319,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0321,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0321,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0321,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0328,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0328,CST-00061,6.0,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0328,CST-00298,4.5,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0353,CST-00148,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0379,CST-00248,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0382,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0382,CST-00092,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0382,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0389,CST-00291,25.5,38.217
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0390,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/25,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0001,CST-00250,6.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0001,CST-00301,10.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0015,CST-00015,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0050,CST-00025,0.08,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0065,CST-00268,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0082,CST-00177,22.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0112,CST-00072,49.51,57.325
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0142,CST-00003,4.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0142,CST-00302,18.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0143,CST-00302,4.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0144,CST-00300,3.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0145,CST-00067,15.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0145,CST-00169,25.5,38.217
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0147,CST-00181,1.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0147,CST-00302,3.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0178,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0196,CST-00104,22.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0198,CST-00003,79.76,76.433
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0229,CST-00147,0.03,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0268,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0314,CST-00030,10.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0314,CST-00067,4.5,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0314,CST-00082,6.0,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0314,CST-00299,25.5,38.217
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0340,CST-00056,49.51,57.325
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0379,CST-00214,8.25,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0379,CST-00248,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0379,CST-00269,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0382,CST-00183,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0415,CST-00006,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0415,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/26,Truck,MAT-0428,CST-00120,24.75,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0001,CST-00105,25.5,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0001,CST-00304,3.0,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0013,CST-00118,0.35,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0046,CST-00309,38.5,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0053,CST-00305,0.3,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0099,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0112,CST-00035,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0112,CST-00072,90.77000000000001,76.433
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0137,CST-00015,24.75,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0142,CST-00219,25.5,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0145,CST-00229,10.5,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0145,CST-00303,25.5,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0158,CST-00057,0.03,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0159,CST-00025,0.08,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0196,CST-00310,22.5,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0201,CST-00308,25.509999999999998,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0206,CST-00118,0.6,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0314,CST-00229,15.0,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0319,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0328,CST-00307,6.0,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0374,CST-00020,24.76,38.217
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0383,CST-00056,24.75,19.108
CHINA-WAREHOUSE,2024/01/27,Truck,MAT-0412,CST-00306,4.2,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0001,CST-00126,25.5,38.217
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0001,CST-00217,22.5,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0007,CST-00023,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0013,CST-00217,3.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0013,CST-00314,6.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0017,CST-00080,0.35,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0046,CST-00309,49.510000000000005,57.325
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0055,CST-00024,12.38,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0098,CST-00121,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0099,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0142,CST-00217,12.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0143,CST-00003,1.5,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0145,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0146,CST-00052,49.510000000000005,57.325
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0146,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0146,CST-00230,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0158,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0201,CST-00314,12.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0264,CST-00313,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0265,CST-00221,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0270,CST-00108,15.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0270,CST-00135,25.5,38.217
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0314,CST-00138,6.0,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0319,CST-00093,5.5,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0321,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0324,CST-00031,3.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0325,CST-00312,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0328,CST-00108,10.5,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0379,CST-00248,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0382,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0382,CST-00312,24.75,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0389,CST-00028,3.01,19.108
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0389,CST-00226,25.5,38.217
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0389,CST-00237,25.5,38.217
CHINA-WAREHOUSE,2024/01/29,Truck,MAT-0389,CST-00311,25.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0046,CST-00205,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0046,CST-00309,49.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0082,CST-00177,22.5,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0103,CST-00017,0.6,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0113,CST-00017,1.38,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0142,CST-00179,25.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0142,CST-00317,6.38,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0143,CST-00317,1.03,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0145,CST-00008,25.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0145,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0145,CST-00315,25.5,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0145,CST-00317,5.23,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0193,CST-00316,24.48,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0201,CST-00317,1.3,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0264,CST-00002,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0265,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0265,CST-00072,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0265,CST-00086,49.510000000000005,57.325
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0269,CST-00318,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0319,CST-00012,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0320,CST-00216,0.3,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0321,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0352,CST-00025,0.2,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0379,CST-00248,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0382,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0382,CST-00074,49.51,57.325
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0383,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0397,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/01/30,Truck,MAT-0428,CST-00016,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0001,CST-00075,6.0,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0001,CST-00320,1.5,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0053,CST-00196,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0065,CST-00321,24.76,38.217
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0084,CST-00240,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0099,CST-00196,41.26,38.217
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0142,CST-00069,9.0,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0142,CST-00322,0.05,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0144,CST-00069,9.0,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0145,CST-00003,3.0,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0145,CST-00025,0.1,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0145,CST-00319,25.5,38.217
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0146,CST-00259,11.0,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0148,CST-00049,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0269,CST-00259,8.25,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0281,CST-00080,0.03,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0314,CST-00003,1.5,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0314,CST-00025,0.03,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0321,CST-00008,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0321,CST-00180,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0328,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0382,CST-00092,24.75,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0389,CST-00036,25.5,38.217
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0389,CST-00323,4.5,19.108
CHINA-WAREHOUSE,2024/01/31,Truck,MAT-0415,CST-00259,5.5,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0001,CST-00126,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0013,CST-00325,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0015,CST-00017,24.759999999999998,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0082,CST-00331,12.51,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0084,CST-00334,13.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0116,CST-00327,1.38,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0137,CST-00074,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0142,CST-00217,0.05,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0142,CST-00333,4.5,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0143,CST-00120,15.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00037,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00039,51.0,57.325
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00089,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00153,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00162,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00328,1.5,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00330,18.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0145,CST-00332,12.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0147,CST-00003,3.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0154,CST-00025,0.05,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0201,CST-00324,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0201,CST-00329,18.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0202,CST-00216,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0265,CST-00086,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0265,CST-00169,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0270,CST-00135,15.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0270,CST-00333,12.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0314,CST-00003,18.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0314,CST-00332,9.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0318,CST-00011,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0319,CST-00012,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0321,CST-00035,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0321,CST-00074,49.510000000000005,57.325
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0321,CST-00231,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0328,CST-00039,25.5,38.217
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0328,CST-00135,10.5,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0328,CST-00333,9.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0333,CST-00161,20.0,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0339,CST-00062,1.5,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0352,CST-00025,0.1,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0379,CST-00273,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0380,CST-00158,24.75,19.108
CHINA-WAREHOUSE,2024/02/01,Truck,MAT-0382,CST-00074,24.75,19.108
