OUTBOUND_DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_MT
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00720,0.38
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00017,11.0
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00017,1.38
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00456,0.05
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0357,CST-00529,5.5
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00080,0.5
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0323,CST-00721,0.05
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00031,3.0
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00008,4.5
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00567,12.0
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00135,10.5
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00148,0.05
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00148,23.38
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00148,1.33
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00456,0.05
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0065,CST-00456,0.03
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0100,CST-00717,0.15
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0194,CST-00717,0.59
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0205,CST-00717,0.96
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0214,CST-00717,0.2
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0048,CST-00717,0.07
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0014,CST-00717,0.22
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00719,0.68
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0398,CST-00717,0.3
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0214,CST-00717,5.0
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0100,CST-00717,8.9
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0100,CST-00717,1.28
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0193,CST-00719,21.76
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0100,CST-00717,0.75
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00035,22.0
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00035,1.38
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,24.75
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00049,24.75
2024/06/27,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00135,15.0
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,25.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00037,25.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00050,25.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00176,25.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00722,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00003,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00003,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00003,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00585,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00013,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00169,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00672,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00011,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0049,CST-00363,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00259,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00635,24.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,20.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,0.98
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,2.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00547,0.28
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00259,4.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00259,12.0
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0202,CST-00003,1.38
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0202,CST-00003,4.13
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0202,CST-00003,19.25
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00356,10.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0042,CST-00025,0.05
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0106,CST-00025,0.3
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0050,CST-00638,1.38
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00025,0.1
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00033,5.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0357,CST-00672,12.38
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,6.68
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,0.2
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00093,17.88
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00007,22.0
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,8.25
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00115,20.63
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,16.45
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,0.05
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00007,2.75
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00025,0.05
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00356,15.0
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,5.55
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,19.2
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00037,1.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0004,CST-00037,1.45
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,0.4
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00037,1.28
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,0.2
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,13.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00037,4.23
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00037,0.73
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00037,0.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00037,1.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,4.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00037,0.13
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00037,1.38
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00037,3.33
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00037,3.0
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00037,1.1
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00037,1.5
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00037,4.58
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,0.78
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00115,4.1
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00033,1.38
2024/06/28,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,25.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00075,25.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00313,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00547,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00635,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00259,24.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00470,18.0
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00072,0.6
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00072,0.3
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00678,0.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00678,6.25
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00564,15.0
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00025,0.1
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00247,2.75
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00122,4.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,17.88
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,6.88
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00122,1.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00122,13.5
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,3.0
2024/06/29,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00122,3.0
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00348,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,25.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00260,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00672,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,4.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00723,1.38
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,0.03
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,16.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,9.0
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00135,10.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00025,0.03
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00025,0.05
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00724,1.38
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0165,CST-00052,1.38
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00217,18.0
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,13.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,16.5
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,8.2
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,0.05
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,2.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,22.0
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,24.75
2024/07/01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00014,12.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00202,25.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00447,25.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00422,25.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00547,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00672,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00092,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00706,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00169,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00169,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00074,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00725,1.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00726,10.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00726,15.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00727,0.08
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0291,CST-00642,0.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00705,0.05
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00322,1.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00025,0.03
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,6.88
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,17.88
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,1.38
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,23.38
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00247,8.25
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00282,15.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,1.38
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,4.13
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,5.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00160,10.3
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00160,0.2
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00358,0.1
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00264,18.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,2.68
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,17.88
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,4.2
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,12.38
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,0.03
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00727,0.08
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00025,0.03
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,18.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,6.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00447,24.0
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,13.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0165,CST-00658,2.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,17.88
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,6.88
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,5.5
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,19.25
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,24.75
2024/07/02,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00049,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00412,25.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00049,25.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,25.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00400,25.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00274,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00728,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00222,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00569,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00049,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00729,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00658,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00086,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0052,CST-00272,0.6
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,11.33
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00086,5.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00172,1.38
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,11.18
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,22.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00080,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0180,CST-00025,0.1
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00025,0.05
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00031,15.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00730,1.38
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00082,7.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00601,21.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00034,12.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,7.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,18.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00567,23.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,12.38
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00086,9.63
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00086,15.13
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,13.68
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,11.0
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,0.08
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,2.68
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,22.08
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00493,16.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00493,8.25
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00080,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00080,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00080,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,0.03
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00025,0.4
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00025,0.15
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.55
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00025,1.38
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00025,0.2
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00025,5.5
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00025,0.63
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00025,9.15
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.25
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.15
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0295,CST-00025,1.38
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0391,CST-00025,0.7
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00008,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,24.75
2024/07/03,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00034,10.0
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00510,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00356,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00532,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00202,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00294,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,25.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00464,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00050,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00050,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00383,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00121,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00086,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00017,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,24.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00731,1.38
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00050,8.25
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,0.08
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00659,22.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00304,1.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00727,0.05
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00096,2.75
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,22.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0199,CST-00732,20.84
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0279,CST-00732,8.58
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,11.0
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,13.65
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.1
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00025,0.2
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00733,11.0
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,15.0
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00038,1.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,10.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00734,10.5
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0154,CST-00080,3.2
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00735,0.03
2024/07/04,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00080,0.1
